airline,source,destination,duration,total_stops,additional_info,dep_time_hour,dep_time_min,dtoj_day,dtoj_month,dtoj_year,price
Jet Airways,delhi,cochin,555,2,no info,19,10,27,3,2019,10976
Jet Airways,banglore,delhi,165,0,no info,6,0,1,4,2019,7229
Air Asia,kolkata,banglore,155,0,no info,10,20,1,3,2019,5620
Air India,delhi,cochin,1640,1,no info,6,5,15,6,2019,7480
Spicejet,chennai,kolkata,140,0,no check-in baggage included,17,45,15,5,2019,3543
Spicejet,chennai,kolkata,135,0,no info,8,20,15,6,2019,3597
Air India,delhi,cochin,1485,2,no info,18,30,21,3,2019,10703
Jet Airways,banglore,new delhi,900,1,no info,14,5,18,3,2019,13555
Jet Airways,kolkata,banglore,1400,1,no info,18,55,12,6,2019,13044
Indigo,kolkata,banglore,165,0,no info,22,10,27,3,2019,4148
Multiple Carriers,delhi,cochin,440,1,in-flight meal not included,0,20,9,3,2019,13977
Jet Airways,banglore,delhi,175,0,in-flight meal not included,15,15,6,4,2019,5198
Jet Airways,banglore,new delhi,920,1,no info,16,55,6,3,2019,16736
Jet Airways,delhi,cochin,535,2,no info,19,30,18,5,2019,15129
Air India,kolkata,banglore,675,1,no info,9,50,6,6,2019,7452
Goair,banglore,delhi,165,0,no info,20,55,1,5,2019,3898
Air India,delhi,cochin,765,1,no info,20,40,21,5,2019,7480
Air India,banglore,new delhi,1490,1,no info,10,30,1,3,2019,11528
Jet Airways,banglore,delhi,185,0,no info,18,55,1,6,2019,8016
Air India,banglore,delhi,165,0,no info,17,0,9,5,2019,5228
Vistara,banglore,delhi,155,0,no info,17,0,6,6,2019,4878
Jet Airways,banglore,new delhi,625,1,in-flight meal not included,5,45,15,3,2019,9134
Multiple Carriers,delhi,cochin,540,1,no info,10,0,15,6,2019,13504
Vistara,kolkata,banglore,1640,1,no info,17,0,15,5,2019,8610
Jet Airways,banglore,new delhi,780,1,in-flight meal not included,18,40,21,3,2019,7832
Air India,banglore,new delhi,865,1,no info,8,50,21,3,2019,6824
Air India,kolkata,banglore,155,0,no info,20,45,1,6,2019,4145
Multiple Carriers,delhi,cochin,540,1,in-flight meal not included,7,10,3,3,2019,8552
Vistara,kolkata,banglore,1395,1,no info,9,55,24,3,2019,10842
Indigo,kolkata,banglore,265,1,no info,19,20,1,5,2019,3809
Indigo,delhi,cochin,345,1,no info,21,50,9,5,2019,6058
Jet Airways,kolkata,banglore,1090,1,in-flight meal not included,14,5,9,5,2019,7757
Jet Airways,delhi,cochin,1390,2,no info,13,25,18,5,2019,16704
Indigo,chennai,kolkata,140,0,no info,14,45,1,5,2019,3597
Air Asia,delhi,cochin,330,1,no info,7,55,9,5,2019,6751
Jet Airways,kolkata,banglore,345,1,in-flight meal not included,14,5,21,5,2019,10844
Jet Airways,kolkata,banglore,1655,1,in-flight meal not included,20,0,18,5,2019,10844
Jet Airways,delhi,cochin,610,1,no info,18,15,3,6,2019,14714
Indigo,kolkata,banglore,165,0,no info,9,35,18,5,2019,4804
Jet Airways,kolkata,banglore,875,1,no info,14,5,12,6,2019,12739
Indigo,delhi,cochin,320,1,no info,6,50,27,5,2019,5530
Vistara,kolkata,banglore,1065,1,no info,17,0,6,5,2019,8662
Indigo,banglore,new delhi,170,0,no info,4,0,3,3,2019,6144
Goair,kolkata,banglore,455,1,no info,16,40,1,5,2019,6484
Indigo,kolkata,banglore,290,1,no info,15,15,21,5,2019,5170
Multiple Carriers,delhi,cochin,665,1,no info,7,5,9,4,2019,6601
Multiple Carriers,delhi,cochin,835,3,no info,11,35,9,6,2019,15419
Jet Airways,kolkata,banglore,345,1,no info,14,5,6,5,2019,14781
Jet Airways,kolkata,banglore,775,1,no info,21,10,1,4,2019,13784
Jet Airways,delhi,cochin,395,1,in-flight meal not included,21,50,18,5,2019,12373
Multiple Carriers,delhi,cochin,565,3,no info,11,35,3,3,2019,21829
Jet Airways,kolkata,banglore,345,1,no info,13,55,24,3,2019,14231
Multiple Carriers,delhi,cochin,705,1,no info,7,30,3,6,2019,7354
Spicejet,delhi,cochin,380,1,no info,15,45,18,5,2019,7317
Air India,kolkata,banglore,795,1,no info,10,0,1,5,2019,10203
Indigo,chennai,kolkata,140,0,no info,19,35,27,6,2019,3597
Jet Airways,delhi,cochin,940,1,in-flight meal not included,20,55,27,6,2019,10262
Jet Airways,banglore,delhi,185,0,no info,18,55,21,6,2019,8541
Jet Airways,banglore,new delhi,1235,1,no info,11,40,6,3,2019,16736
Indigo,delhi,cochin,560,1,no info,6,50,9,6,2019,6442
Jet Airways,banglore,new delhi,280,1,in-flight meal not included,5,45,9,3,2019,11087
Jet Airways,kolkata,banglore,660,1,in-flight meal not included,21,10,24,3,2019,11134
Jet Airways,delhi,cochin,1620,1,in-flight meal not included,16,0,24,6,2019,10262
Air India,kolkata,banglore,610,2,no info,8,20,6,6,2019,10697
Jet Airways,kolkata,banglore,1365,1,no info,20,25,15,5,2019,14151
Indigo,delhi,cochin,515,1,no info,7,35,15,6,2019,6442
Air India,banglore,new delhi,410,1,no info,9,30,15,3,2019,8714
Jet Airways,banglore,new delhi,750,1,in-flight meal not included,22,55,12,3,2019,11087
Indigo,delhi,cochin,890,1,no info,10,45,27,3,2019,6628
Multiple Carriers,delhi,cochin,755,1,no info,6,40,27,3,2019,9100
Jet Airways,kolkata,banglore,800,1,no info,20,0,6,5,2019,14388
Multiple Carriers,delhi,cochin,455,1,in-flight meal not included,11,40,27,6,2019,7268
Multiple Carriers,delhi,cochin,620,1,no info,15,15,6,3,2019,15147
Indigo,kolkata,banglore,155,0,no info,17,15,6,5,2019,4804
Indigo,kolkata,banglore,155,0,no info,15,10,21,3,2019,4148
Spicejet,kolkata,banglore,140,0,no info,22,20,21,6,2019,3873
Multiple Carriers,delhi,cochin,615,1,no info,8,45,27,5,2019,10529
Jet Airways,banglore,new delhi,340,1,business class,5,45,1,3,2019,79512
Air India,delhi,cochin,185,0,no info,18,5,18,4,2019,8246
Air Asia,banglore,delhi,170,0,no info,23,55,3,5,2019,4483
Jet Airways,delhi,cochin,330,1,no info,7,5,24,6,2019,14924
Jet Airways,banglore,delhi,180,0,in-flight meal not included,17,45,12,6,2019,5769
Jet Airways,delhi,cochin,1505,1,in-flight meal not included,11,30,12,6,2019,10262
Air India,delhi,cochin,1395,2,no info,20,0,6,6,2019,11596
Air Asia,banglore,delhi,165,0,no info,11,10,27,4,2019,4483
Multiple Carriers,delhi,cochin,495,2,no info,13,5,27,3,2019,6128
Jet Airways,delhi,cochin,655,1,no info,17,30,3,3,2019,17024
Air Asia,banglore,delhi,165,0,no info,11,10,24,6,2019,3383
Air India,delhi,cochin,2170,2,no info,7,5,3,3,2019,11552
Jet Airways,delhi,cochin,865,1,in-flight meal not included,14,0,15,6,2019,10262
Air India,delhi,cochin,180,0,no info,14,10,6,6,2019,6094
Vistara,delhi,cochin,175,0,no info,14,55,9,3,2019,6741
Air India,banglore,new delhi,170,0,no info,17,0,9,3,2019,9481
Jet Airways,delhi,cochin,1620,2,in-flight meal not included,9,35,21,5,2019,12719
Indigo,delhi,cochin,825,2,no info,7,35,3,3,2019,9413
Air India,delhi,cochin,1255,1,no info,12,30,15,6,2019,7480
Air India,kolkata,banglore,1170,2,no info,9,10,12,6,2019,6117
Vistara,chennai,kolkata,140,0,no info,17,45,15,5,2019,11982
Spicejet,delhi,cochin,270,1,no check-in baggage included,8,45,27,6,2019,4760
Indigo,chennai,kolkata,140,0,no info,7,55,9,6,2019,3850
Indigo,chennai,kolkata,145,0,no info,11,35,27,6,2019,3858
Vistara,kolkata,banglore,700,1,no info,7,10,12,6,2019,8610
Jet Airways,mumbai,hyderabad,90,0,in-flight meal not included,19,35,12,6,2019,3210
Indigo,chennai,kolkata,140,0,no info,13,15,9,6,2019,3597
Spicejet,banglore,delhi,175,0,no info,21,10,9,6,2019,3971
Vistara,banglore,delhi,170,0,no info,21,0,15,4,2019,5403
Air India,kolkata,banglore,1440,1,no info,14,35,15,5,2019,6528
Multiple Carriers,delhi,cochin,390,1,no info,9,0,21,3,2019,14486
Indigo,chennai,kolkata,145,0,no info,11,35,24,3,2019,4332
Indigo,mumbai,hyderabad,85,0,no info,6,20,3,3,2019,4784
Indigo,kolkata,banglore,155,0,no info,15,30,21,4,2019,4804
Air Asia,kolkata,banglore,150,0,no info,19,55,3,5,2019,5989
Multiple Carriers,delhi,cochin,750,1,no info,13,0,12,6,2019,13377
Air India,delhi,cochin,1535,1,no info,5,15,9,3,2019,9790
Air India,kolkata,banglore,445,2,no info,5,50,6,5,2019,7662
Jet Airways,banglore,delhi,180,0,no info,7,10,21,5,2019,7229
Vistara,banglore,delhi,165,0,no info,19,30,6,5,2019,4878
Jet Airways,delhi,cochin,1000,2,no info,11,45,24,6,2019,13357
Jet Airways,delhi,cochin,195,0,no info,11,0,15,6,2019,9564
Air India,kolkata,banglore,590,2,no info,12,0,1,5,2019,10676
Multiple Carriers,delhi,cochin,440,1,no info,11,40,27,5,2019,9794
Jet Airways,delhi,cochin,505,2,in-flight meal not included,20,0,9,5,2019,15318
Indigo,banglore,new delhi,180,0,no info,8,30,9,3,2019,7648
Indigo,delhi,cochin,455,1,no info,8,35,27,6,2019,6442
Jet Airways,kolkata,banglore,1660,1,in-flight meal not included,18,55,12,6,2019,8529
Vistara,delhi,cochin,190,0,no info,6,0,15,4,2019,6216
Jet Airways,delhi,cochin,830,2,no info,14,35,24,6,2019,13376
Multiple Carriers,delhi,cochin,440,1,no info,18,15,27,3,2019,12327
Multiple Carriers,delhi,cochin,920,1,no info,7,10,18,5,2019,7740
Indigo,banglore,new delhi,290,1,no info,7,30,3,3,2019,6220
Air India,delhi,cochin,555,1,no info,10,0,9,5,2019,8372
Air Asia,kolkata,banglore,150,0,no info,22,50,3,4,2019,3807
Multiple Carriers,delhi,cochin,450,1,no info,4,0,3,3,2019,14973
Spicejet,banglore,delhi,170,0,no info,9,30,1,5,2019,4423
Spicejet,kolkata,banglore,150,0,no check-in baggage included,9,0,24,3,2019,5201
Indigo,delhi,cochin,425,1,no info,5,5,3,6,2019,6818
Goair,banglore,delhi,175,0,no info,7,45,18,5,2019,4239
Spicejet,banglore,new delhi,175,0,no info,9,35,3,3,2019,7648
Multiple Carriers,delhi,cochin,540,1,no info,7,10,3,6,2019,7878
Jet Airways,kolkata,banglore,1595,1,no info,20,0,1,4,2019,12681
Multiple Carriers,delhi,cochin,640,1,no info,10,20,6,6,2019,7005
Air India,kolkata,banglore,2065,2,no info,5,50,15,5,2019,12723
Vistara,delhi,cochin,190,0,no info,6,0,15,3,2019,6111
Air India,kolkata,banglore,1100,2,no info,7,0,12,5,2019,12140
Jet Airways,kolkata,banglore,870,1,in-flight meal not included,20,25,9,5,2019,8066
Indigo,delhi,cochin,265,1,no info,7,35,6,3,2019,7725
Indigo,delhi,cochin,975,1,no info,9,15,21,5,2019,7318
Air India,kolkata,banglore,1210,2,no info,9,25,24,3,2019,11774
Indigo,delhi,cochin,810,1,no info,7,30,3,3,2019,14871
Indigo,kolkata,banglore,295,1,no info,9,20,6,5,2019,11319
Multiple Carriers,delhi,cochin,630,1,no info,8,45,18,5,2019,8476
Indigo,kolkata,banglore,165,0,no info,9,35,21,3,2019,4148
Jet Airways,delhi,cochin,560,2,in-flight meal not included,9,40,18,5,2019,13029
Multiple Carriers,delhi,cochin,830,1,no info,11,40,9,4,2019,6645
Jet Airways,delhi,cochin,440,2,in-flight meal not included,11,40,12,6,2019,15812
Air India,delhi,cochin,1420,2,no info,9,45,15,5,2019,10975
Indigo,mumbai,hyderabad,95,0,no info,20,5,15,5,2019,2227
Jet Airways,delhi,cochin,450,1,in-flight meal not included,11,30,27,5,2019,9732
Jet Airways,delhi,cochin,1130,2,no info,9,35,15,6,2019,13292
Jet Airways,delhi,cochin,450,1,in-flight meal not included,20,55,9,5,2019,12373
Jet Airways,banglore,delhi,165,0,no info,6,0,18,4,2019,7229
Jet Airways,delhi,cochin,1005,1,no info,2,15,27,5,2019,16079
Jet Airways,kolkata,banglore,520,1,in-flight meal not included,20,0,9,6,2019,9663
Jet Airways,kolkata,banglore,1220,1,in-flight meal not included,20,0,12,5,2019,10844
Air India,delhi,cochin,725,2,no info,7,10,3,6,2019,12698
Indigo,kolkata,banglore,280,1,no info,17,35,15,5,2019,5386
Air India,mumbai,hyderabad,75,0,no info,19,30,12,5,2019,3625
Jet Airways,kolkata,banglore,390,1,in-flight meal not included,16,55,24,3,2019,11134
Indigo,delhi,cochin,570,1,no info,11,30,3,3,2019,14871
Indigo,kolkata,banglore,150,0,no info,15,15,21,6,2019,4804
Jet Airways,delhi,cochin,450,1,no info,20,55,21,5,2019,16079
Goair,banglore,delhi,170,0,no info,11,40,27,5,2019,3398
Indigo,chennai,kolkata,140,0,no info,5,15,15,3,2019,4326
Jet Airways,kolkata,banglore,1080,1,no info,20,25,6,6,2019,12692
Multiple Carriers,delhi,cochin,915,1,no info,10,20,3,3,2019,15147
Spicejet,delhi,cochin,270,1,no check-in baggage included,8,45,21,5,2019,5158
Jet Airways,delhi,cochin,1010,1,in-flight meal not included,19,45,9,6,2019,10577
Jet Airways,delhi,cochin,395,1,no info,21,50,1,6,2019,14714
Jet Airways,banglore,delhi,180,0,in-flight meal not included,17,45,9,4,2019,4544
Jet Airways,banglore,new delhi,1355,1,no info,20,35,6,3,2019,17471
Jet Airways,kolkata,banglore,775,1,in-flight meal not included,21,10,18,5,2019,8586
Jet Airways,delhi,cochin,1425,1,no info,19,15,1,6,2019,14714
Jet Airways,mumbai,hyderabad,90,0,no info,15,50,24,3,2019,5678
Multiple Carriers,delhi,cochin,845,1,no info,4,45,6,3,2019,13875
Air India,kolkata,banglore,1915,2,no info,9,25,15,5,2019,13616
Indigo,delhi,cochin,320,1,no info,17,5,15,6,2019,6147
Multiple Carriers,delhi,cochin,510,1,no info,17,0,12,6,2019,7198
Jet Airways,banglore,new delhi,435,1,in-flight meal not included,14,5,21,3,2019,7832
Air India,delhi,cochin,800,2,no info,5,55,9,5,2019,10861
Jet Airways,mumbai,hyderabad,90,0,in-flight meal not included,15,50,24,3,2019,2228
Jet Airways,delhi,cochin,550,1,in-flight meal not included,19,15,9,3,2019,14053
Multiple Carriers,delhi,cochin,555,1,no info,10,0,12,6,2019,14848
Jet Airways,kolkata,banglore,1610,1,in-flight meal not included,6,30,6,5,2019,9663
Spicejet,kolkata,banglore,155,0,no info,6,55,3,5,2019,3873
Spicejet,kolkata,banglore,145,0,no info,9,0,24,5,2019,3873
Multiple Carriers,delhi,cochin,710,1,no info,7,0,6,3,2019,15867
Indigo,kolkata,banglore,235,1,no info,19,55,21,5,2019,4226
Spicejet,kolkata,banglore,140,0,no info,22,20,9,5,2019,3873
Indigo,kolkata,banglore,155,0,no info,9,35,6,6,2019,4804
Multiple Carriers,delhi,cochin,625,1,no info,8,25,3,3,2019,15135
Air India,delhi,cochin,185,0,no info,18,5,6,6,2019,6094
Jet Airways,kolkata,banglore,435,1,in-flight meal not included,10,20,12,6,2019,5608
Goair,kolkata,banglore,495,1,no info,23,30,6,6,2019,6686
Multiple Carriers,delhi,cochin,570,1,no info,11,30,12,6,2019,13587
Air India,delhi,cochin,1410,2,no info,19,45,6,3,2019,12646
Goair,banglore,delhi,175,0,no info,7,45,12,4,2019,6722
Spicejet,kolkata,banglore,140,0,no check-in baggage included,22,20,18,6,2019,3841
Spicejet,banglore,delhi,170,0,no check-in baggage included,9,30,6,6,2019,3919
Spicejet,chennai,kolkata,135,0,no info,8,20,1,5,2019,3597
Indigo,kolkata,banglore,155,0,no info,20,20,15,4,2019,4174
Vistara,kolkata,banglore,930,1,no info,7,10,6,5,2019,8452
Indigo,kolkata,banglore,155,0,no info,11,30,18,4,2019,5224
Vistara,banglore,delhi,160,0,no info,7,0,12,4,2019,5403
Jet Airways,delhi,cochin,1165,1,no info,9,0,6,3,2019,15764
Multiple Carriers,delhi,cochin,480,1,no info,13,0,9,6,2019,13587
Air India,delhi,cochin,765,1,no info,20,40,24,5,2019,7480
Air India,kolkata,banglore,545,1,no info,9,25,24,5,2019,8576
Air India,delhi,cochin,375,1,no info,13,0,18,5,2019,10191
Jet Airways,banglore,delhi,175,0,in-flight meal not included,15,15,12,5,2019,4544
Jet Airways,delhi,cochin,610,1,no info,18,15,27,3,2019,12242
Air India,kolkata,banglore,245,1,no info,9,10,12,5,2019,8996
Jet Airways,delhi,cochin,1570,1,no info,2,15,9,3,2019,15029
Jet Airways,banglore,new delhi,610,1,no info,22,50,18,3,2019,13555
Jet Airways,delhi,cochin,1025,2,no info,19,30,27,5,2019,15129
Air India,kolkata,banglore,155,0,no info,20,45,12,5,2019,4880
Indigo,kolkata,banglore,155,0,no info,17,15,3,6,2019,4804
Jet Airways,kolkata,banglore,450,1,in-flight meal not included,21,10,21,5,2019,8586
Multiple Carriers,delhi,cochin,455,1,no info,14,55,9,5,2019,6805
Jet Airways,kolkata,banglore,1630,1,no info,20,25,12,5,2019,10953
Air India,delhi,cochin,1420,2,no info,9,45,27,3,2019,7090
Indigo,kolkata,banglore,155,0,no info,4,40,9,5,2019,4804
Air India,kolkata,banglore,1100,2,no info,7,0,6,5,2019,14083
Vistara,chennai,kolkata,140,0,no info,17,45,27,6,2019,11982
Vistara,kolkata,banglore,1550,1,no info,17,0,9,5,2019,8820
Indigo,delhi,cochin,895,1,no info,7,35,15,5,2019,6442
Multiple Carriers,delhi,cochin,480,1,in-flight meal not included,13,0,6,3,2019,15136
Jet Airways,kolkata,banglore,870,1,in-flight meal not included,20,25,6,6,2019,10539
Indigo,banglore,delhi,170,0,no info,13,0,15,5,2019,3943
Jet Airways,banglore,new delhi,315,1,no info,7,0,15,3,2019,17524
Jet Airways,delhi,cochin,520,1,in-flight meal not included,19,45,6,6,2019,10262
Indigo,kolkata,banglore,155,0,no info,15,20,9,3,2019,4148
Jet Airways,kolkata,banglore,1330,1,in-flight meal not included,6,30,24,5,2019,8586
Goair,delhi,cochin,355,1,no info,7,0,21,4,2019,6591
Indigo,delhi,cochin,345,1,no info,21,50,27,5,2019,6769
Jet Airways,kolkata,banglore,685,1,no info,8,25,6,5,2019,14781
Jet Airways,delhi,cochin,870,2,no info,13,55,9,3,2019,17229
Air India,delhi,cochin,725,2,no info,7,10,12,6,2019,12488
Jet Airways,kolkata,banglore,1495,1,no info,8,25,21,5,2019,14388
Indigo,banglore,delhi,180,0,no info,21,15,15,5,2019,3943
Multiple Carriers,delhi,cochin,630,1,no info,8,45,9,5,2019,8266
Jet Airways,delhi,cochin,195,0,in-flight meal not included,11,0,1,6,2019,7202
Indigo,banglore,delhi,170,0,no info,10,10,12,4,2019,4591
Multiple Carriers,delhi,cochin,760,1,no info,12,50,6,6,2019,6795
Multiple Carriers,delhi,cochin,630,1,no info,15,5,27,3,2019,12327
Jet Airways,delhi,cochin,450,1,no info,11,30,24,6,2019,14714
Jet Airways,banglore,delhi,180,0,in-flight meal not included,7,10,3,6,2019,5769
Jet Airways,kolkata,banglore,575,1,no info,9,35,1,4,2019,11467
Spicejet,banglore,delhi,160,0,no info,5,55,6,4,2019,4423
Jet Airways,kolkata,banglore,1655,1,no info,8,25,24,3,2019,13759
Indigo,delhi,cochin,530,1,no info,6,40,3,3,2019,14871
Air India,kolkata,banglore,625,1,no info,10,0,1,5,2019,10203
Air India,delhi,cochin,1245,2,no info,10,55,12,6,2019,11753
Jet Airways,delhi,cochin,940,1,no info,20,55,3,6,2019,14714
Jet Airways,delhi,cochin,1415,1,in-flight meal not included,13,0,9,6,2019,10262
Multiple Carriers,delhi,cochin,660,1,no info,8,0,9,5,2019,10197
Jet Airways,banglore,new delhi,400,1,no info,5,45,6,3,2019,22270
Indigo,kolkata,banglore,160,0,no info,21,25,9,5,2019,4804
Multiple Carriers,delhi,cochin,510,1,no info,7,0,27,3,2019,6148
Indigo,kolkata,banglore,345,1,no info,5,35,24,3,2019,9319
Jet Airways,kolkata,banglore,1745,1,no info,17,0,12,5,2019,13067
Indigo,kolkata,banglore,165,0,no info,22,10,24,3,2019,6985
Indigo,banglore,delhi,175,0,no info,0,30,21,4,2019,3943
Spicejet,delhi,cochin,315,1,no info,6,5,21,5,2019,6297
Jet Airways,kolkata,banglore,900,1,no info,8,25,24,3,2019,13759
Jet Airways,kolkata,banglore,570,1,no info,14,5,21,5,2019,14781
Jet Airways,delhi,cochin,925,1,no info,13,0,27,3,2019,12242
Jet Airways,banglore,new delhi,935,1,no info,5,45,6,3,2019,16736
Jet Airways,delhi,cochin,825,1,in-flight meal not included,22,50,6,4,2019,5177
Vistara,chennai,kolkata,135,0,no info,7,5,27,3,2019,3739
Goair,delhi,cochin,370,1,no info,7,25,24,6,2019,4692
Air India,mumbai,hyderabad,75,0,no info,19,30,27,3,2019,2575
Indigo,kolkata,banglore,155,0,no info,15,10,24,3,2019,7615
Indigo,delhi,cochin,325,1,no info,2,0,24,4,2019,5636
Jet Airways,mumbai,hyderabad,85,0,in-flight meal not included,7,5,27,5,2019,4995
Jet Airways,banglore,new delhi,325,1,no info,7,0,1,3,2019,26890
Air India,banglore,new delhi,165,0,no info,10,0,3,3,2019,11423
Jet Airways,mumbai,hyderabad,90,0,no info,19,35,27,5,2019,5678
Indigo,kolkata,banglore,150,0,no info,15,15,12,4,2019,4174
Indigo,mumbai,hyderabad,95,0,no info,20,5,12,5,2019,2227
Jet Airways,banglore,delhi,165,0,no info,6,0,21,6,2019,8016
Jet Airways,kolkata,banglore,865,1,in-flight meal not included,18,55,9,5,2019,9663
Air India,banglore,new delhi,920,1,no info,22,0,15,3,2019,8845
Indigo,delhi,cochin,755,1,no info,8,25,6,3,2019,14871
Spicejet,banglore,delhi,170,0,no info,9,30,3,6,2019,3971
Indigo,mumbai,hyderabad,90,0,no info,16,55,12,6,2019,3175
Jet Airways,kolkata,banglore,570,1,no info,13,55,24,3,2019,14231
Air India,kolkata,banglore,1440,1,no info,14,35,24,3,2019,6241
Spicejet,delhi,cochin,380,1,no info,15,45,15,5,2019,7947
Jet Airways,banglore,new delhi,400,1,in-flight meal not included,5,45,15,3,2019,9134
Jet Airways,kolkata,banglore,505,1,in-flight meal not included,9,35,6,5,2019,12384
Jet Airways,banglore,new delhi,785,1,no info,11,40,1,3,2019,26890
Multiple Carriers,delhi,cochin,570,1,no info,11,30,3,6,2019,13587
Jet Airways,mumbai,hyderabad,85,0,no info,2,55,24,6,2019,5678
Air India,banglore,new delhi,785,1,no info,22,0,9,3,2019,8425
Spicejet,banglore,delhi,170,0,no info,9,30,6,4,2019,4423
Jet Airways,kolkata,banglore,475,1,in-flight meal not included,8,25,24,3,2019,10031
Multiple Carriers,delhi,cochin,455,1,no info,11,25,9,5,2019,9103
Multiple Carriers,delhi,cochin,915,1,no info,10,20,21,3,2019,7695
Air India,delhi,cochin,765,1,no info,20,40,9,5,2019,7480
Jet Airways,delhi,cochin,810,2,no info,5,30,24,6,2019,13014
Air India,kolkata,banglore,1390,2,no info,12,0,18,5,2019,10676
Air India,banglore,delhi,165,0,no info,17,0,3,6,2019,6961
Indigo,delhi,cochin,280,1,no info,21,5,21,3,2019,5947
Indigo,banglore,delhi,180,0,no info,21,15,6,5,2019,3943
Multiple Carriers,delhi,cochin,490,1,no info,12,50,27,5,2019,7005
Jet Airways,kolkata,banglore,590,1,in-flight meal not included,6,30,9,5,2019,8586
Vistara,banglore,delhi,170,0,no info,11,30,27,5,2019,4668
Jet Airways,delhi,cochin,620,1,in-flight meal not included,2,15,1,6,2019,10262
Multiple Carriers,delhi,cochin,760,1,no info,12,50,15,6,2019,6795
Indigo,banglore,delhi,175,0,no info,0,30,15,4,2019,4284
Jet Airways,banglore,new delhi,1035,1,no info,5,45,6,3,2019,16736
Jet Airways,delhi,cochin,1620,1,no info,16,0,3,6,2019,14714
